city,state,price,year,manufacturer,make,condition,cylinders,fuel,odometer,title_status,transmission,vin,drive,size,type,paint_color,lat,long
poconos,Pennsylvania,6995,2007.0,bmw,3 series 328i,like new,6 cylinders,gas,100156.0,clean,automatic,WBAVA37507NE28315,,,sedan,grey,41.135956,-75.36494499999999
annarbor,Michigan,11995,2014.0,volkswagen,jetta tdi sedan,excellent,4 cylinders,diesel,27300.0,clean,manual,3VW3L7AJ1EM328307,fwd,full-size,sedan,black,43.064023,-83.841806
bakersfield,California,28995,2015.0,ford,f-150,,6 cylinders,gas,62130.0,clean,automatic,1FTEW1CG0FKD03036,rwd,,,,36.297202,-119.14029599999999
daytona,Florida,12950,2011.0,gmc,3500,excellent,other,gas,135431.0,clean,automatic,1GD374CA9B1903907,,,,white,28.977875,-81.29979499999999
austin,Texas,3950,2006.0,volkswagen,jetta tdi,,4 cylinders,diesel,,clean,manual,,fwd,,,blue,30.1743,-97.8225
chicago,Indiana,6995,2014.0,,2014,,,gas,,salvage,automatic,,,,,,41.5412,-87.3271
nashville,Tennessee,2100,2002.0,ford,crown victoria police,good,8 cylinders,gas,198000.0,clean,automatic,,rwd,full-size,sedan,white,36.1052,-86.6591
winstonsalem,North Carolina,3500,2005.0,ford,escape xlt,new,4 cylinders,gas,163000.0,clean,manual,1FMYU92Z45KB42009,4wd,mid-size,SUV,green,36.1165,-80.0831
billings,Montana,17199,2008.0,chevrolet,tahoe ltz,excellent,8 cylinders,gas,154377.0,clean,automatic,1GNFK13018J135426,4wd,,,,45.882761,-108.50581799999999
fortmyers,Florida,6999,2006.0,mercedes-benz,r350,good,6 cylinders,gas,143000.0,clean,automatic,,fwd,full-size,wagon,brown,26.597123,-81.88797
twinfalls,Idaho,8500,2003.0,chevrolet,3500 passenger van,,8 cylinders,gas,165000.0,clean,automatic,,rwd,,,,42.393211,-114.52216999999999
reno,California,14999,2007.0,lexus,ls 460,excellent,8 cylinders,gas,102000.0,clean,automatic,JTHGL46FX75002892,rwd,,sedan,white,38.614952,-121.271667
athensga,Georgia,2400,1999.0,nissan,pathfinder se,excellent,6 cylinders,gas,202683.0,clean,automatic,JN8AR07SXXW363452,rwd,,SUV,silver,33.992219,-83.725101
vermont,Vermont,9850,2011.0,lincoln,mkz,excellent,6 cylinders,gas,92000.0,clean,automatic,,4wd,,,grey,44.9502,-72.1376
daytona,Florida,8000,2007.0,gmc,yukon denali,excellent,8 cylinders,gas,189000.0,clean,automatic,,4wd,,SUV,blue,29.3222,-81.0584
annarbor,Michigan,6250,1987.0,bmw,325is,good,6 cylinders,gas,119000.0,clean,manual,,rwd,,,grey,42.302533000000004,-83.707222
fortsmith,Arkansas,6500,2004.0,ford,mustang gt,,,gas,,rebuilt,automatic,,,,,,35.329791,-94.304438
parkersburg,West Virginia,10500,2002.0,toyota,tundra,excellent,8 cylinders,gas,173200.0,clean,automatic,,4wd,,,,39.266512,-81.559067
fargo,Minnesota,1750,2001.0,chevy,tahoe,,,gas,,clean,other,,,,,,47.317040999999996,-95.964718
ithaca,New York,15995,2014.0,honda,cr-v,excellent,4 cylinders,gas,89721.0,clean,automatic,5J6RM4H75EL009619,4wd,full-size,SUV,red,43.223552000000005,-77.372473
saltlakecity,Utah,5295,2010.0,honda,civic lx,like new,4 cylinders,gas,77052.0,clean,automatic,,fwd,compact,sedan,grey,41.7868,-112.1467
jonesboro,Arkansas,5000,2004.0,ford,,,,gas,,clean,automatic,,,,,,35.8786,-89.8968
southjersey,New Jersey,6995,2012.0,nissan,quest,good,6 cylinders,gas,102891.0,clean,automatic,JN8AE2KP1C9039213,fwd,full-size,van,white,39.834179,-75.124291
losangeles,California,8700,2016.0,kia,optima,,,gas,,salvage,automatic,,,,,,33.942271000000005,-118.18611100000001
racine,Wisconsin,8500,2006.0,jeep,commander limited,,,gas,,clean,automatic,,,,,,42.563973,-87.823849
eauclaire,Wisconsin,9250,2014.0,ford,fusion,good,4 cylinders,gas,121738.0,clean,automatic,3FA6P0H97ER294390,fwd,mid-size,sedan,white,44.730734999999996,-91.686144
gulfport,Mississippi,10888,2003.0,ford,f-250 sd,good,8 cylinders,diesel,230000.0,clean,automatic,1FTNX21P73ED24224,4wd,full-size,truck,grey,30.520244,-89.647288
fortwayne,Indiana,5500,2009.0,lincoln,,,,gas,,clean,automatic,,,,,,41.0491,-85.1462
lubbock,Texas,6995,2011.0,ford,edge limited,good,6 cylinders,gas,,clean,automatic,,,,,white,33.53417,-101.966612
charlotte,North Carolina,7000,2003.0,rover,discovery 2,good,8 cylinders,gas,16400.0,clean,automatic,Salty1643A797888,,,,,35.5494,-80.4226
orangecounty,California,28995,2015.0,ford,explorer,like new,,gas,,clean,automatic,,4wd,,,,33.8153,-117.8273
pittsburgh,Pennsylvania,3000,2003.0,vw,,,,gas,,clean,manual,,,,,,40.366,-79.6565
masoncity,Iowa,600,1997.0,ford,ranger,fair,4 cylinders,gas,123852.0,clean,manual,1FTCR10A4VPA92049,rwd,mid-size,truck,purple,43.0683,-92.6761
clarksville,Tennessee,8000,2005.0,ford,f-250,good,8 cylinders,diesel,134000.0,lien,automatic,,4wd,,pickup,white,36.522,-87.34899999999999
lincoln,Nebraska,23998,2012.0,ram,1500,,8 cylinders,gas,38670.0,clean,automatic,1C6RD7HT3CS336065,4wd,,truck,blue,41.537981,-96.147722
medford,Oregon,23500,2012.0,chevrolet,tahoe ltz 4wd,,,gas,,clean,automatic,,,,,,42.307199,-122.81348500000001
yubasutter,California,13499,2007.0,gmc,sierra 1500 sle2,,8 cylinders,gas,175328.0,clean,automatic,2GTEC130571627712,rwd,,pickup,,39.12357,-121.61091100000002
madison,Wisconsin,7950,2008.0,hyundai,santa fe se,,6 cylinders,gas,114881.0,clean,automatic,,fwd,,SUV,,42.965851,-89.121796
evansville,Indiana,14400,2011.0,chevrolet,silverado lt,excellent,8 cylinders,gas,,clean,automatic,,,full-size,,red,38.343562,-87.636433
wilmington,North Carolina,4988,2009.0,toyota,camry,excellent,other,gas,181001.0,clean,automatic,4T1BE46K69U382353,fwd,,sedan,silver,34.283705,-77.806282
stjoseph,Missouri,5950,2009.0,pontiac,g6 gt,excellent,6 cylinders,gas,106000.0,clean,automatic,,fwd,mid-size,coupe,red,39.7076,-94.8677
redding,California,4906,2006.0,chevy,cobalt,excellent,4 cylinders,gas,114825.0,clean,manual,1G1AK15F067839947,fwd,,coupe,yellow,40.480719,-122.345767
cincinnati,Illinois,26995,2014.0,ford,super duty f-350 srw,,8 cylinders,diesel,213135.0,clean,automatic,1FT8W3BT3EEA72296,4wd,,truck,white,39.817809000000004,-88.866624
vermont,Vermont,8498,2011.0,hyundai,sonata limited,good,4 cylinders,gas,83123.0,clean,automatic,5NPEC4AC5BH127801,fwd,full-size,sedan,black,44.4513,-73.1796
abbotsford,FAILED,7350,2008.0,dodge,grand caravan passenger,excellent,6 cylinders,gas,1100000.0,clean,automatic,,fwd,compact,mini-van,silver,49.206669,-122.86618500000002
abbotsford,FAILED,34999,2016.0,gmc,sierra 1500,like new,,gas,103000.0,clean,automatic,3GTU2MEC7GG104089,4wd,full-size,,,49.197012,-123.12558700000001
huntington,Kentucky,3500,2006.0,buick,rendezvous cxl,,,gas,,clean,automatic,,,,,,38.464622,-82.62853299999999
minneapolis,Minnesota,500,1997.0,chevrolet,astro,good,,gas,,clean,automatic,,,,,,45.134925,-93.23513
comoxvalley,FAILED,35185,2018.0,chevrolet,camaro,new,4 cylinders,gas,,clean,automatic,,,,,,49.278117,-122.817973
columbiamo,Missouri,1100,1998.0,lexus,es 300,fair,6 cylinders,diesel,296.0,clean,automatic,,fwd,compact,other,black,39.211507,-92.298889
rochester,New York,5800,2012.0,chevrolet,sonic,excellent,4 cylinders,gas,74400.0,clean,manual,,fwd,compact,hatchback,orange,42.8851,-77.46
dallas,Texas,8750,2012.0,mazda,3 s touring,excellent,4 cylinders,gas,108000.0,clean,automatic,,fwd,,,,32.866479999999996,-96.887434
palmsprings,California,14900,2011.0,honda,pilot,,,gas,99184.0,clean,automatic,5FNYF3H59BB031299,fwd,,SUV,,33.143405,-117.19306200000001
sarasota,Florida,5500,2009.0,ford,escape,like new,6 cylinders,gas,149876.0,clean,automatic,1FMCU03G29KC04757,fwd,full-size,SUV,silver,27.2822,-82.4181
dothan,Florida,19850,2012.0,ford,super duty f-250 srw,,8 cylinders,gas,48679.0,clean,automatic,1FDBF2A66CEB75376,rwd,,pickup,white,29.04624,-80.934561
helena,Montana,13000,2005.0,cadillac,cts-v,excellent,8 cylinders,gas,108000.0,clean,manual,,rwd,,sedan,silver,46.7074,-111.958
rockies,Colorado,27500,2012.0,toyota,4 runner,excellent,6 cylinders,gas,67000.0,clean,automatic,JTEBU5JR6C5087705,fwd,full-size,SUV,white,40.0739,-105.9285
vancouver,FAILED,6800,2006.0,chevy,express van,,,gas,,clean,automatic,,,,,,49.202738000000004,-122.91854599999999
kalispell,Washington,34980,2013.0,gmc,yukon,,,gas,54205.0,clean,automatic,1GKS2EEF3DR323056,4wd,,SUV,red,47.71825,-117.41165
medford,Oregon,12000,1941.0,,international,good,10 cylinders,gas,,clean,automatic,,4wd,full-size,truck,brown,42.3989,-123.3538
appleton,Wisconsin,7995,2011.0,dodge,journey,excellent,6 cylinders,gas,109000.0,clean,automatic,,fwd,,,silver,44.4388,-88.0806
kirksville,Missouri,3700,2001.0,ford,f150 4x4,fair,6 cylinders,gas,182000.0,clean,automatic,,4wd,full-size,truck,white,40.4815,-92.9951
maine,Maine,4850,1998.0,chevrolet,1500 silverado,,,gas,226500.0,clean,automatic,,,,,,43.9555,-69.2315
elpaso,New Mexico,6500,1963.0,chevrolet,biscayne,good,8 cylinders,gas,,clean,automatic,,rwd,full-size,coupe,black,32.2239,-106.2631
springfield,Missouri,4900,1954.0,chevy,3200,,,gas,,clean,manual,,,,,,37.2797,-93.1066
buffalo,New York,2400,2008.0,dodge,grand caravan,good,6 cylinders,gas,,clean,automatic,,fwd,full-size,mini-van,blue,42.6776,-78.33800000000001
inlandempire,California,9990,1991.0,jeep,wrangler,,,gas,,clean,manual,,,,,,33.57298,-117.24429099999999
seattle,Washington,49590,2017.0,bmw,m3,,6 cylinders,gas,7448.0,rebuilt,manual,WBS8M9C52H5G83753,rwd,,sedan,white,47.291573,-122.313997
atlanta,Alabama,11700,2007.0,gmc,sierra,good,8 cylinders,gas,,clean,automatic,,4wd,,,,33.6803,-85.7137
newjersey,New Jersey,3999,2003.0,ford,explorer xlt,excellent,6 cylinders,gas,128000.0,clean,automatic,1FMZU73K63UB54903,4wd,mid-size,SUV,green,40.901188,-74.51554300000001
columbus,Ohio,5800,1979.0,ford,f-100,good,8 cylinders,gas,75000.0,clean,automatic,,rwd,full-size,pickup,green,40.002635,-82.81734499999999
hartford,Connecticut,388,2002.0,mercury,sable,,,gas,,clean,automatic,,,,,,41.448297,-72.82844399999999
cleveland,Ohio,4000,1990.0,gmc,van,,,gas,,clean,automatic,,,,,,41.294268,-81.462951
saginaw,Michigan,9000,2000.0,ford,f-350 super duty,fair,8 cylinders,diesel,186700.0,clean,automatic,1FTSX32F2YEB61666,4wd,full-size,pickup,orange,43.525106,-83.348596
kansascity,Missouri,5800,2011.0,chevrolet,cruze,excellent,4 cylinders,gas,114877.0,clean,automatic,,fwd,mid-size,sedan,blue,39.2989,-94.4363
columbusga,Georgia,4000,2007.0,kia,optima,good,4 cylinders,gas,150146.0,clean,automatic,,fwd,mid-size,sedan,blue,32.5243,-84.9558
morgantown,West Virginia,2500,1995.0,ford,f-250,,,gas,176000.0,clean,automatic,,4wd,,,,39.466787,-80.114851
orangecounty,California,3900,1988.0,buick,reatta,good,6 cylinders,gas,126000.0,clean,automatic,1G4EC11C2JB903599,fwd,mid-size,coupe,red,33.7102,-117.9503
macon,Georgia,4800,2002.0,dodge,dakota,good,8 cylinders,gas,136000.0,clean,automatic,,4wd,full-size,truck,brown,32.4672,-83.6128
littlerock,Arkansas,5999,2005.0,lexus,es 330,excellent,6 cylinders,gas,106000.0,clean,automatic,,fwd,mid-size,sedan,white,34.883045,-92.391983
huntsville,Alabama,1900,1983.0,ford,f-100 1983,fair,6 cylinders,gas,156536.0,clean,automatic,,rwd,,,blue,34.5484,-87.0004
tampa,Florida,4500,2004.0,infiniti,qx56,excellent,8 cylinders,gas,150336.0,clean,automatic,5N3AA08A04N802770,rwd,full-size,truck,green,28.0091,-82.5034
buffalo,New York,2000,2005.0,nissan,altima,good,4 cylinders,gas,165000.0,clean,automatic,,,,,white,43.16,-78.6923
asheville,North Carolina,10000,1991.0,mazda,rx-7,good,other,gas,,clean,manual,JM1FC352XM0900648,rwd,compact,convertible,red,35.298291,-82.423677
bozeman,Montana,16000,1996.0,ford,e350 van,,8 cylinders,diesel,221000.0,clean,automatic,,,,,green,45.6693,-111.0431
sfbay,California,6175,2009.0,chevrolet,"hhr,lt",excellent,4 cylinders,gas,84250.0,clean,automatic,,fwd,full-size,wagon,silver,37.9194,-122.0259
evansville,Indiana,900,2005.0,ford,taurus sel,,,gas,174000.0,clean,automatic,,,,,green,38.02499,-87.68948499999999
florencesc,South Carolina,800,2005.0,toyota,camry xle,excellent,,gas,,clean,automatic,,,,,white,34.1231,-79.6893
cosprings,Colorado,18790,2013.0,ford,explorer,,6 cylinders,gas,89001.0,clean,automatic,1FM5K8F85DGA47268,4wd,mid-size,SUV,custom,39.5814,-104.9557
rockford,Illinois,6750,2005.0,,inifiniti g35,like new,,gas,,clean,automatic,,,,,,42.2166,-89.0512
portland,Oregon,2600,2000.0,subaru,forester s,good,4 cylinders,gas,170000.0,clean,automatic,,4wd,mid-size,wagon,silver,45.4021,-122.6144
pullman,Washington,42999,2012.0,ford,lifted f250 diesels lariat,,,diesel,74615.0,clean,automatic,1FT7W2BT3CEC94923,4wd,,truck,black,46.234838,-119.12801499999999
carbondale,Illinois,22500,1969.0,dodge,dart,,,gas,,clean,automatic,,,,,,37.727129,-88.947727
washingtondc,Virginia,4800,2006.0,honda,civic,good,4 cylinders,gas,106000.0,clean,automatic,,fwd,mid-size,sedan,white,38.859,-77.0997
duluth,Wisconsin,10500,1997.0,chevrolet,3500,good,8 cylinders,gas,,clean,manual,,rwd,full-size,truck,white,45.809059000000005,-91.896858
westernmass,Massachusetts,2500,2004.0,jeep,,good,6 cylinders,gas,174000.0,clean,automatic,,4wd,,,,42.117213,-72.489355
fresno,California,16230,2013.0,dodge,durango,,,other,86164.0,clean,automatic,1C4RDHAG8DC535216,fwd,,SUV,silver,36.83688,-119.70946
corpuschristi,Texas,8201,2006.0,nissan,pathfinder,,6 cylinders,gas,152961.0,clean,automatic,5N1AR18U76C606342,rwd,mid-size,SUV,grey,27.656582,-97.481814
newhaven,New York,3900,2001.0,ford,f150 xlt,good,8 cylinders,gas,96000.0,clean,automatic,,4wd,full-size,,blue,42.7198,-73.8207
northplatte,Nebraska,14200,2014.0,chevrolet,impala ltz,like new,,gas,64995.0,clean,automatic,,,,,white,40.94,-100.1547
duluth,Minnesota,6500,2008.0,,caddilac cts,,,gas,125000.0,salvage,automatic,,,,,,46.9782,-92.5579
orlando,Florida,8700,2007.0,lexus,,,,gas,,clean,automatic,,,,,,26.540153000000004,-80.729405
bham,Alabama,9400,2012.0,volkswagen,jetta sportwagen tdi,excellent,,diesel,,clean,automatic,,,,,,33.39435,-86.648845
orangecounty,California,12000,2009.0,toyota,tacoma,good,4 cylinders,gas,,clean,manual,,rwd,,pickup,white,33.754,-117.7919
loz,Missouri,25114,2015.0,dodge,durango,,,gas,27321.0,clean,automatic,,,,,,38.382622999999995,-93.77344000000001
keys,Florida,1500,2008.0,kia,rio,,4 cylinders,gas,,clean,manual,,fwd,compact,coupe,silver,25.201214999999998,-80.383741
monterey,California,11900,2017.0,chevrolet,sonic,,4 cylinders,gas,44891.0,clean,other,1G1JD5SGXH4123088,fwd,,sedan,white,37.132913,-121.635728
orlando,Florida,2500,2007.0,cadillac,dts,good,8 cylinders,gas,,clean,automatic,,fwd,full-size,sedan,brown,28.5837,-81.5326
milwaukee,Wisconsin,4950,2008.0,nissan,altima,like new,4 cylinders,gas,93580.0,clean,automatic,,fwd,,sedan,grey,42.57992,-87.820874
neworleans,Louisiana,3500,2006.0,mercury,mariner,excellent,4 cylinders,gas,151765.0,rebuilt,automatic,,fwd,mid-size,SUV,black,29.97424,-90.079709
wyoming,South Dakota,10990,2013.0,kia,soul,like new,4 cylinders,gas,44130.0,clean,automatic,KNDJT2A56D7634296,4wd,mid-size,SUV,red,44.4946,-103.865
knoxville,Kentucky,2800,1986.0,chevy,k20,good,8 cylinders,gas,184000.0,clean,manual,,4wd,full-size,pickup,custom,36.7159,-83.7668
sandiego,California,14250,2018.0,nissan,sentra sv,like new,4 cylinders,gas,3120.0,clean,automatic,3N1AB7AP0JL638033,fwd,compact,sedan,silver,32.758010999999996,-117.14502
hartford,Connecticut,5500,2007.0,infiniti,g35x,,,gas,,clean,automatic,,,,,,41.786,-72.6758
sanantonio,Texas,5500,2014.0,chevrolet,sonic,,,gas,,clean,automatic,,,,,,29.3309,-98.5054
tippecanoe,Indiana,4000,2010.0,dodge,caliber sxt,good,6 cylinders,gas,143000.0,clean,automatic,,,,,silver,40.763113,-86.593766
frederick,Maryland,6000,2009.0,kia,spectra5 sx,excellent,4 cylinders,gas,57000.0,clean,other,,fwd,compact,hatchback,red,39.3881,-77.1723
charleston,South Carolina,5495,2008.0,honda,civic,excellent,4 cylinders,gas,112134.0,clean,automatic,,fwd,compact,sedan,blue,32.878254,-80.066128
newyork,New York,1600,2003.0,,Hyuandai sonata,excellent,4 cylinders,gas,120000.0,clean,automatic,,fwd,full-size,sedan,white,40.6913,-73.8585
winchester,Virginia,3750,2000.0,toyota,camry,excellent,other,gas,123000.0,clean,automatic,4T1BG22K6YU982390,fwd,,sedan,green,38.967377,-78.409617
memphis,Arkansas,6500,2013.0,chevrolet,malibu lt,,,gas,,rebuilt,automatic,,,,,,35.2077,-90.1989
fayar,Arkansas,500,2009.0,,pt cruiser,,,gas,113000.0,clean,automatic,,,,,,36.044965000000005,-94.229016
racine,Wisconsin,18000,2003.0,mitsubishi,lancer evolution,excellent,4 cylinders,other,,clean,manual,,4wd,mid-size,sedan,silver,43.4469,-88.631
sfbay,California,19771,2017.0,toyota,rav4,,,gas,41536.0,clean,automatic,2T3ZFREV5HW359382,fwd,,SUV,black,37.909155,-122.061472
carbondale,Illinois,9995,2004.0,ford,super duty f-250,excellent,8 cylinders,diesel,268381.0,clean,automatic,1FTNW21P64EC72671,4wd,full-size,truck,blue,38.084394,-89.339761
tucson,Arizona,3400,1986.0,,ISUZU NPR landscape truck,good,4 cylinders,diesel,306000.0,clean,manual,TAMTP7480G9406840,rwd,full-size,other,white,32.1941,-110.9739
racine,Illinois,3900,2003.0,ford,crown victoria,,8 cylinders,gas,94778.0,clean,automatic,,rwd,mid-size,sedan,black,42.214874,-88.315917
tricities,Tennessee,29950,2014.0,toyota,4runner,excellent,6 cylinders,gas,48000.0,clean,automatic,JTEBU5JR7E5186939,4wd,full-size,SUV,grey,36.2954,-82.4902
chicago,Illinois,28500,2014.0,mitsubishi,evolution x,,,gas,,clean,manual,,,,,,41.87113,-88.22478000000001
poconos,Pennsylvania,700,2002.0,subaru,legacy,,,gas,,clean,automatic,,,,,,41.0485,-75.5343
medford,Oregon,1900,2005.0,kia,sedona,good,6 cylinders,gas,120352.0,clean,automatic,,fwd,mid-size,mini-van,silver,42.287,-122.928
syracuse,New York,3400,2009.0,vw,passat 2.0t,fair,4 cylinders,gas,200.0,clean,automatic,wvwjk73c59p008046,fwd,mid-size,sedan,white,44.0354,-75.75399999999999
westslope,Utah,7000,2005.0,gmc,1500 yukon denali xl,good,,gas,,clean,automatic,,4wd,full-size,,blue,40.593019,-112.03548400000001
reno,Nevada,3950,2004.0,honda,crv,excellent,4 cylinders,gas,208000.0,clean,automatic,878990,4wd,full-size,SUV,brown,39.52749,-119.775954
gulfport,Louisiana,16200,2005.0,chevrolet,corvette,excellent,8 cylinders,gas,106.0,clean,automatic,,,,,blue,30.2726,-89.729
tallahassee,Florida,14995,2007.0,ford,f350,,,diesel,,clean,automatic,,,,,,26.285432,-80.111041
myrtlebeach,North Carolina,12880,2016.0,volkswagen,jetta sedan 4dr auto 1.8t sport pzev,,4 cylinders,,50589.0,clean,automatic,3VWD17AJ2GM242694,fwd,,sedan,white,34.245549,-77.863694
jacksontn,Tennessee,14783,2012.0,ford,expedition,excellent,8 cylinders,gas,128713.0,clean,automatic,,rwd,,SUV,,35.172002,-89.943849
newhaven,Connecticut,6500,2010.0,chevrolet,equinox,excellent,,gas,,clean,automatic,,,,,,41.389527,-73.034638
santafe,New Mexico,7500,1995.0,,sportsmen,,,other,,clean,other,,,,,,35.5335,-105.926
gainesville,Florida,5700,2006.0,bmw,x5 3.0i,good,6 cylinders,gas,146000.0,clean,automatic,,4wd,,SUV,grey,29.779667,-82.612038
daytona,Florida,1,2013.0,ford,fiesta,like new,4 cylinders,gas,,clean,automatic,,,,,black,29.196673999999998,-81.016966
utica,New York,7500,2005.0,gmc,1500 sierra,excellent,8 cylinders,gas,160000.0,clean,automatic,,4wd,full-size,,,43.0586,-75.3808
southcoast,Massachusetts,11995,2010.0,mercedes-benz,ml350,,6 cylinders,gas,122594.0,clean,automatic,4JGBB8GB8AA613497,4wd,,,,41.6913,-70.9355
dayton,Ohio,900,1998.0,pontiac,montana transport,,,gas,169000.0,clean,automatic,,,,,,39.7862,-84.1622
eastnc,North Carolina,3000,2002.0,honda,accord coupe,,,gas,,clean,automatic,,,,,,35.566494,-79.078787
brunswick,Florida,17950,2014.0,ford,f-150,excellent,other,gas,198000.0,clean,automatic,1FTFW1EF1EKD28583,4wd,,pickup,white,29.650218,-81.650885
chambersburg,Pennsylvania,6100,2010.0,subaru,forester,good,4 cylinders,gas,,clean,automatic,,4wd,,hatchback,blue,39.7818,-77.747
utica,New York,2900,2003.0,jeep,liberty 4wd 4dr sport,,,gas,,clean,automatic,,,,,,42.990547,-74.985566
boise,Idaho,15489,2012.0,lincoln,mkz awd,excellent,6 cylinders,gas,44581.0,clean,automatic,,4wd,,sedan,white,43.600284,-116.50177
scranton,Pennsylvania,6600,2011.0,chevrolet,express 2500 cargo van,good,8 cylinders,gas,,clean,automatic,1GCWGFFA5B1105185,rwd,full-size,van,white,41.41543,-75.661734
saginaw,Michigan,26900,2015.0,dodge,challenger r/t,,,gas,,clean,automatic,,,,,,43.0653,-83.631
rapidcity,South Dakota,14988,2004.0,chevrolet,silverado 2500hd,,,diesel,,clean,automatic,,,,,,44.659146,-103.855703
westernmass,Massachusetts,6500,2001.0,ford,f150 lariat 4x4,excellent,8 cylinders,gas,,clean,automatic,,4wd,full-size,pickup,white,42.0718,-72.6751
tricities,Tennessee,1500,1954.0,chevrolet,,,,gas,,clean,manual,,,,,,36.253409999999995,-82.626286
newlondon,Connecticut,1300,2004.0,saturn,ion,good,4 cylinders,gas,,clean,manual,,fwd,compact,sedan,black,41.588998,-72.384828
oklahomacity,Oklahoma,1900,2001.0,honda,cr-v,,,gas,149000.0,clean,automatic,,,,,,35.4834,-97.6299
winstonsalem,North Carolina,11980,2007.0,dodge,dakota,,,gas,,clean,automatic,1D7HW48JX7S129132,,,,,36.044701,-79.395185
boulder,Colorado,27952,2014.0,gmc,sierra 1500,,8 cylinders,gas,88875.0,clean,automatic,3GTU2UECXEG436489,4wd,,truck,white,40.151919,-105.10881100000002
topeka,Missouri,8916,2009.0,honda,accord,excellent,other,gas,143661.0,clean,automatic,1HGCS22869A011888,,,coupe,black,38.671618,-94.36650999999999
duluth,Minnesota,800,1998.0,,Oldsmobile,good,6 cylinders,gas,120500.0,clean,automatic,,4wd,mid-size,SUV,red,46.8064,-92.0843
delaware,Delaware,1500,2003.0,ford,explorer,fair,,gas,,clean,automatic,,4wd,,SUV,blue,39.0225,-75.5829
tucson,Arizona,9499,2011.0,bmw,328xi awd,excellent,6 cylinders,gas,103010.0,clean,automatic,,4wd,,sedan,blue,32.260942,-110.960747
